Compound_SMILES,Compound_InchiKeys,Compound_Name,UniProt_Id,Entrez_Gene_Symbol,DiscoveRx_Gene_Symbol,rmse_median_ensemble_54,rmse_median_ensemble_53,rmse_median_ensemble_52,rmse_median_ensemble_51,rmse_median_ensemble_50,rmse_median_ensemble_49,rmse_median_ensemble_48,rmse_median_ensemble_47,rmse_median_ensemble_46,rmse_median_ensemble_45,rmse_median_ensemble_44,rmse_median_ensemble_43,rmse_median_ensemble_42,rmse_median_ensemble_41,rmse_median_ensemble_40,rmse_median_ensemble_39,rmse_median_ensemble_38,rmse_median_ensemble_37,rmse_median_ensemble_36,rmse_median_ensemble_35,rmse_median_ensemble_34,rmse_median_ensemble_33,rmse_median_ensemble_32,rmse_median_ensemble_31,rmse_median_ensemble_30,rmse_median_ensemble_29,rmse_median_ensemble_28,rmse_median_ensemble_27,rmse_median_ensemble_26,rmse_median_ensemble_25,rmse_median_ensemble_24,rmse_median_ensemble_23,rmse_median_ensemble_22,rmse_median_ensemble_21,rmse_median_ensemble_20,rmse_median_ensemble_19,rmse_median_ensemble_18,rmse_median_ensemble_17,rmse_median_ensemble_16,rmse_median_ensemble_15,rmse_median_ensemble_14,rmse_median_ensemble_13,rmse_median_ensemble_12,rmse_median_ensemble_11,rmse_median_ensemble_10,rmse_median_ensemble_9,rmse_median_ensemble_8,rmse_median_ensemble_7,rmse_median_ensemble_6,rmse_median_ensemble_5,rmse_median_ensemble_4,rmse_median_ensemble_3,rmse_median_ensemble_2,rmse_median_ensemble_1
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P42685,FRK,FRK,6.794013663378975,6.75777732675795,6.794013663378975,6.75777732675795,6.794013663378975,6.75777732675795,6.794013663378975,6.83025,6.8872982,6.9443464,6.9492262,6.954106,6.9760868,6.9980676,7.02106725298767,7.04406690597534,7.02106725298767,6.9980676,7.02106725298767,6.9980676,7.02106725298767,6.9980676,6.9760868,6.954106,6.892178,6.83025,6.892178,6.83025,6.892178,6.83025,6.9141588,6.9980676,6.9141588,6.83025,6.9141588,6.9980676,7.0520338,7.106,7.162950451951825,7.21990090390365,7.162950451951825,7.21990090390365,7.264935651951825,7.21990090390365,7.346789242688525,7.21990090390365,7.162950451951825,7.21990090390365,7.162950451951825,7.106,7.0520338,6.9980676,6.8950400080000005,6.684080016
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P46734,MAP2K3,MEK3,6.2113599975,6.21,6.2113599975,6.21,6.2113599975,6.212719995,6.247215454499999,6.281710914,6.34220042388843,6.40268993377686,6.41876866688843,6.4348474,6.4530337,6.47122,6.4530337,6.47122,6.4530337,6.4348474,6.4530337,6.47122,6.536758249,6.47122,6.4530337,6.4348474,6.376465457,6.281710914,6.247215454499999,6.212719995,6.247215454499999,6.212719995,6.247215454499999,6.281710914,6.247215454499999,6.212719995,6.247215454499999,6.212719995,6.4075082465,6.602296498,6.4075082465,6.602296498,6.4075082465,6.602296498,6.608838249,6.602296498,6.608838249,6.602296498,6.406148249,6.602296498,6.406148249,6.21,6.406148249,6.21,6.406148249,6.602296498
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q05397,PTK2,FAK,6.633349944956995,6.5787148475647,6.633349944956995,6.5787148475647,6.633349944956995,6.68798504234929,6.73411319523981,6.78024134813033,6.786744586565165,6.793247825,6.9123739125,7.0315,7.04947265,7.0674453,7.123003150000001,7.178561,7.123003150000001,7.0674453,7.123003150000001,7.0674453,7.123003150000001,7.0674453,7.04947265,7.0674453,7.04947265,7.0315,6.9123739125,6.793247825,6.9123739125,6.793247825,6.9123739125,7.0315,6.9123739125,6.793247825,6.9123739125,7.0315,7.1050305,7.178561,7.207971792,7.237382584,7.207971792,7.237382584,7.320078442,7.4027743,7.439797634521405,7.4027743,7.357101776521405,7.47682096904281,7.357101776521405,7.237382584,7.357101776521405,7.237382584,7.440191292,7.237382584
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q07912,TNK2,TNK2,6.88999955386682,6.86077547073364,6.88999955386682,6.86077547073364,6.88999955386682,6.919223637,7.0027855435,6.919223637,7.0027855435,7.08634745,7.156686725,7.227026,7.248645,7.270264,7.248645,7.270264,7.248645,7.227026,7.248645,7.227026,7.248645,7.227026,7.156686725,7.08634745,7.0027855435,6.919223637,7.0731248185,6.919223637,7.0731248185,6.919223637,7.0731248185,7.227026,7.0731248185,6.919223637,7.0731248185,7.227026,7.25692375126299,7.28682150252598,7.293380515081054,7.29993952763613,7.293380515081054,7.29993952763613,7.302412463818065,7.3048854,7.302412463818065,7.29993952763613,7.293380515081054,7.29993952763613,7.293380515081054,7.28682150252598,7.10302256976299,6.919223637,7.1791118185,6.919223637
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q13470,TNK1,TNK1,6.742076750000001,6.741945,6.742076750000001,6.7422085,6.765673,6.7891375,6.81116875,6.8332,6.8681,6.903,6.9328455,6.962691,6.9328455,6.962691,6.9821683,7.0016456,6.9821683,6.962691,6.9821683,6.962691,6.9821683,6.962691,6.9328455,6.962691,6.9328455,6.903,6.8681,6.8332,6.8681,6.8332,6.81116875,6.8332,6.81116875,6.8332,6.8681,6.903,6.9328455,6.962691,6.9821683,7.0016456,6.9821683,7.0016456,7.005089734207225,7.00853386841445,7.030054559207224,7.00853386841445,7.030054559207224,7.05157525,7.030054559207224,7.00853386841445,6.955766934207224,6.903,7.0242354235,7.145470847
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q14289,PTK2B,PYK2,6.6894089999999995,6.6505775,6.6894089999999995,6.6505775,6.6894089999999995,6.7282405,6.77874419851791,6.82924789703582,6.888948413315886,6.94864892959595,6.98081457487078,7.01298022014561,7.029207810072805,7.0454354,7.029207810072805,7.0454354,7.029207810072805,7.01298022014561,7.029207810072805,7.01298022014561,7.029207810072805,7.01298022014561,6.98081457487078,7.01298022014561,6.921114058590716,6.82924789703582,6.77874419851791,6.7282405,6.77874419851791,6.82924789703582,6.921114058590716,7.01298022014561,7.029207810072805,7.01298022014561,7.029207810072805,7.0454354,7.050967699999999,7.0565,7.150000988317775,7.24350197663555,7.150000988317775,7.24350197663555,7.261182688317775,7.24350197663555,7.269982238317775,7.24350197663555,7.144468688317775,7.24350197663555,7.269982238317775,7.24350197663555,7.275783562817775,7.308065149,7.4495325745,7.308065149
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q15835,GRK1,GRK1,6.292944758,6.289156,6.292944758,6.289156,6.292944758,6.289156,6.292944758,6.296733516,6.2982061628056645,6.29967880961133,6.3492567548056655,6.3988347,6.427301206043655,6.45576771208731,6.427301206043655,6.45576771208731,6.427301206043655,6.3988347,6.427301206043655,6.3988347,6.427301206043655,6.3988347,6.3492567548056655,6.3988347,6.3492567548056655,6.29967880961133,6.2982061628056645,6.29967880961133,6.3492567548056655,6.29967880961133,6.347784108,6.3988347,6.347784108,6.3988347,6.427301206043655,6.45576771208731,6.473397763043655,6.491027814,6.513531439889295,6.53603506577859,6.513531439889295,6.53603506577859,6.6768540561219805,6.53603506577859,6.6768540561219805,6.53603506577859,6.33667003794897,6.53603506577859,6.259517532889294,5.983,5.926769501,5.870539002,5.926769501,5.870539002
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q16620,NTRK2,TRKB,7.26700832006095,7.24866057478919,7.26700832006095,7.28535606533271,7.313226471692235,7.28535606533271,7.313226471692235,7.28535606533271,7.313226471692235,7.28535606533271,7.313226471692235,7.34109687805176,7.397324539025879,7.34109687805176,7.397324539025879,7.4535522,7.397324539025879,7.34109687805176,7.397324539025879,7.34109687805176,7.397324539025879,7.34109687805176,7.313226471692235,7.28535606533271,7.313226471692235,7.34109687805176,7.369454132666355,7.28535606533271,7.369454132666355,7.4535522,7.4682278405,7.482903481,7.4682278405,7.4535522,7.4682278405,7.482903481,7.4871687405,7.491434,7.502894831572775,7.51435566314555,7.541702831572775,7.56905,7.59838575,7.6277215,7.65986563483526,7.6277215,7.571038581572775,7.6277215,7.65986563483526,7.69200976967052,7.604021331572775,7.693687,7.626021091,7.064042182
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q6XUX3,DSTYK,RIPK5,6.2965418645,6.272682058,6.2965418645,6.272682058,6.2965418645,6.320401671,6.473055625394495,6.320401671,6.473055625394495,6.62570957978899,6.638840439894494,6.6519713,6.67023484,6.68849838,6.708495081571045,6.72849178314209,6.708495081571045,6.68849838,6.708495081571045,6.72849178314209,6.8110990524292,6.72849178314209,6.708495081571045,6.68849838,6.6571039798944955,6.62570957978899,6.473055625394495,6.320401671,6.473055625394495,6.320401671,6.473055625394495,6.62570957978899,6.473055625394495,6.320401671,6.473055625394495,6.62570957978899,6.820199526898055,7.01468947400712,7.056341844888145,7.09799421576917,7.056341844888145,7.09799421576917,7.103059257884585,7.09799421576917,7.126485307884584,7.1549764,7.08483293700356,7.1549764,7.08585943736154,7.01468947400712,6.6480147003579795,6.139,6.691007034,7.243014068
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q8N568,DCLK2,DCAMKL2,6.3477217135,6.285441627,6.3477217135,6.285441627,6.3477217135,6.285441627,6.3477217135,6.285441627,6.3477217135,6.4100018,6.420900037966505,6.43179827593301,6.448130254466506,6.464462233,6.601819881613595,6.73917753022719,6.601819881613595,6.464462233,6.601819881613595,6.464462233,6.601819881613595,6.464462233,6.448130254466506,6.464462233,6.448130254466506,6.43179827593301,6.420900037966505,6.4100018,6.420900037966505,6.4100018,6.420900037966505,6.43179827593301,6.420900037966505,6.4100018,6.437232016499999,6.464462233,6.601819881613595,6.73917753022719,6.68995922792542,6.91545622285084,6.68995922792542,6.91545622285084,6.91628881142542,6.91545622285084,6.97407783152825,6.91545622285084,6.68995922792542,6.91545622285084,6.68995922792542,6.464462233,6.1727311165,5.881,6.1727311165,6.464462233
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q8WTQ7,GRK7,GRK7,6.2333148000000005,6.195437,6.2333148000000005,6.195437,6.2333148000000005,6.195437,6.2333148000000005,6.195437,6.2333148000000005,6.2711926,6.2720898,6.272987,6.2801358955,6.287284791,6.29726287699109,6.30724096298218,6.29726287699109,6.287284791,6.29726287699109,6.287284791,6.2985690200105395,6.287284791,6.2801358955,6.287284791,6.2801358955,6.272987,6.2720898,6.272987,6.2801358955,6.272987,6.2801358955,6.287284791,6.2801358955,6.287284791,6.2985690200105395,6.30985324902108,6.395647385510539,6.481441522,6.53600321415669,6.59056490631338,6.53600321415669,6.59056490631338,6.71456060315669,6.59056490631338,6.71456060315669,6.59056490631338,6.38528245315669,6.59056490631338,6.38528245315669,6.18,6.1466325985,6.113265197,6.1466325985,6.113265197
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q9H2G2,SLK,SLK,6.805775627499999,6.805324,6.805775627499999,6.805324,6.805775627499999,6.806227255,6.805775627499999,6.805324,6.805775627499999,6.806227255,6.840970693499999,6.875714132,6.923791566,6.971869,6.980089108137555,6.98830921627511,6.980089108137555,6.971869,6.980089108137555,6.971869,6.980089108137555,6.971869,6.923791566,6.875714132,6.840970693499999,6.806227255,6.840970693499999,6.806227255,6.840970693499999,6.875714132,6.840970693499999,6.875714132,6.840970693499999,6.806227255,6.840970693499999,6.875714132,6.9423394734888,7.0089648149776,6.9423394734888,7.0089648149776,6.9423394734888,7.0089648149776,7.0423124074888,7.0089648149776,7.0423124074888,7.0089648149776,6.9423394734888,7.0089648149776,6.9423394734888,6.875714132,6.727778840999999,6.57984355,6.622357065999999,6.875714132
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q9UIK4,DAPK2,DAPK2,6.370958699088369,6.33484294673021,6.370958699088369,6.33484294673021,6.370958699088369,6.40707445144653,6.437542819723265,6.468011188,6.476962494,6.4859138,6.517767713925865,6.54962162785173,6.517767713925865,6.54962162785173,6.669280313425865,6.788938999,6.669280313425865,6.54962162785173,6.669280313425865,6.54962162785173,6.669280313425865,6.54962162785173,6.517767713925865,6.54962162785173,6.517767713925865,6.4859138,6.476962494,6.468011188,6.476962494,6.468011188,6.476962494,6.4859138,6.476962494,6.468011188,6.476962494,6.4859138,6.517767713925865,6.54962162785173,6.669280313425865,6.788938999,6.678523752925865,6.807425878,6.921278189000001,6.807425878,6.978254544540935,6.807425878,6.678523752925865,6.807425878,6.678523752925865,6.54962162785173,6.421212939,6.035,6.421212939,6.807425878
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q9UM73,ALK,ALK,7.64339711682434,7.6198874,7.64339711682434,7.66690683364868,7.69405588092156,7.72120492819444,7.72387951709722,7.72120492819444,7.72387951709722,7.72120492819444,7.72387951709722,7.726554106,7.757694053,7.726554106,7.757694053,7.788834,7.757694053,7.726554106,7.757694053,7.726554106,7.757694053,7.726554106,7.72387951709722,7.726554106,7.72387951709722,7.726554106,7.72387951709722,7.72120492819444,7.72387951709722,7.72120492819444,7.72387951709722,7.726554106,7.72387951709722,7.72120492819444,7.72387951709722,7.726554106,7.757694053,7.788834,7.79182855,7.7948231,7.79182855,7.7948231,7.797817650000001,7.8008122,7.797817650000001,7.7948231,7.79182855,7.7948231,8.04491155,8.295,8.010777053,8.295,8.010777053,7.726554106
CC(C(=O)NC1CCN(C1)c1ccnc(Nc2ccc(F)cc2)n1)c1ccc(Cl)cc1,UTVWMEXPPUFQCD-UHFFFAOYSA-N,GSK1379713,Q9BYP7,WNK3,WNK3,6.2682933914306656,6.23805618286133,6.2682933914306656,6.23805618286133,6.2682933914306656,6.23805618286133,6.227560559430665,6.217064936,6.227560559430665,6.23805618286133,6.2682933914306656,6.2985306,6.30239845,6.3062663,6.327348759377514,6.34843121875503,6.327348759377514,6.34843121875503,6.358020566377515,6.367609914,6.358020566377515,6.367609914,6.371865846125575,6.37612177825115,6.371865846125575,6.367609914,6.371865846125575,6.367609914,6.371865846125575,6.367609914,6.371865846125575,6.37612177825115,6.3952585391255745,6.37612177825115,6.3952585391255745,6.4143953,6.4157266935,6.417058087,6.4157266935,6.4143953,6.4157266935,6.4143953,6.3952585391255745,6.37612177825115,6.36227649850309,6.34843121875503,6.211427297323905,6.07442337589278,5.89680533194639,5.719187288,5.6705522597885505,5.6219172315771,5.428593643999999,5.719187288
