Compound_SMILES,Compound_InchiKeys,Compound_Name,UniProt_Id,Entrez_Gene_Symbol,DiscoveRx_Gene_Symbol,spearman_rank_ensemble_1,spearman_rank_ensemble_2,spearman_rank_ensemble_3,spearman_rank_ensemble_4,spearman_rank_ensemble_5,spearman_rank_ensemble_6,spearman_rank_ensemble_7,spearman_rank_ensemble_8,spearman_rank_ensemble_9,spearman_rank_ensemble_10,spearman_rank_ensemble_11,spearman_rank_ensemble_12,spearman_rank_ensemble_13,spearman_rank_ensemble_14,spearman_rank_ensemble_15,spearman_rank_ensemble_16,spearman_rank_ensemble_17,spearman_rank_ensemble_18,spearman_rank_ensemble_19,spearman_rank_ensemble_20,spearman_rank_ensemble_21,spearman_rank_ensemble_22,spearman_rank_ensemble_23,spearman_rank_ensemble_24,spearman_rank_ensemble_25,spearman_rank_ensemble_26,spearman_rank_ensemble_27,spearman_rank_ensemble_28,spearman_rank_ensemble_29,spearman_rank_ensemble_30,spearman_rank_ensemble_31,spearman_rank_ensemble_32,spearman_rank_ensemble_33,spearman_rank_ensemble_34,spearman_rank_ensemble_35,spearman_rank_ensemble_36,spearman_rank_ensemble_37,spearman_rank_ensemble_38,spearman_rank_ensemble_39,spearman_rank_ensemble_40,spearman_rank_ensemble_41,spearman_rank_ensemble_42,spearman_rank_ensemble_43,spearman_rank_ensemble_44,spearman_rank_ensemble_45,spearman_rank_ensemble_46,spearman_rank_ensemble_47,spearman_rank_ensemble_48,spearman_rank_ensemble_49,spearman_rank_ensemble_50,spearman_rank_ensemble_51,spearman_rank_ensemble_52,spearman_rank_ensemble_53,spearman_rank_ensemble_54
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P42685,FRK,FRK,7.219900903903651,6.954494295876609,7.004043331187403,6.856812932064631,7.002622234888518,7.107433054922378,7.194451212243738,7.1716046038886505,7.055501257713366,7.102502379739423,7.119438544658655,7.145610844629504,7.168309574769825,7.053990861051899,7.098714273190798,7.143350754838054,7.198501094750753,7.157121921271171,7.119273398775543,7.073171888430437,7.064233204224123,7.107931955802601,7.126555643380272,7.075276133892569,7.066204739403008,7.065609746660281,7.075084325787212,7.05605259367206,7.162897585538031,7.146336004955458,7.165124753519462,7.167189514613808,7.154299309138295,7.127343602917563,7.117192921791423,7.116966678054328,7.105683938268031,7.112539664768731,7.118152312800746,7.097971365128998,7.102989989869453,7.081617341719918,7.068341524798343,7.012486697277159,7.002181456323846,7.001169764048542,6.990360380344775,6.986134092665531,6.983066984532202,6.980863970611754,6.983620254666895,6.973531954556233,6.986437077258987,7.589815304511016
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P46734,MAP2K3,MEK3,5.97225606044722,6.284332165029438,6.260022274579559,6.175639842045666,6.295772026196144,6.37946021621682,6.4111805232801045,6.3382798588762315,6.27814229463555,6.346643904214136,6.426630401829309,6.486368558234235,6.527224614449239,6.486940766015185,6.5329053580143235,6.58051058965067,6.630192266405223,6.6113321027397856,6.585275555256005,6.559635496903241,6.528119796800741,6.594410769324853,6.634494643320409,6.574304855463273,6.5774153014392205,6.58635262804679,6.591634646488245,6.57627940802147,6.689505140255472,6.695043623123721,6.689240075940656,6.685169895951504,6.676471717382113,6.642656068077069,6.634470189033407,6.639359088277693,6.630363934240349,6.639739936625756,6.661420019419886,6.640990017850105,6.638919718962083,6.619867990097511,6.600801764939069,6.55314589882356,6.545646972442841,6.545506030999097,6.537179248377276,6.533679469047604,6.5311609610106744,6.530315367630977,6.526176583675248,6.518016003590238,6.548416820296989,7.147428183321346
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q05397,PTK2,FAK,6.68798504234929,6.960116534942632,7.183449492068313,6.8655922166092775,6.985663056058407,7.069622509466621,7.14462707962237,7.10374880000046,6.963991467111525,7.003880815555931,7.018140422449324,7.076364942331423,7.133016519741808,7.078440163454622,7.128857629357906,7.1803434149157574,7.2545413668834495,7.210063426863074,7.149907606489892,7.081019161009952,7.079197027379716,7.128297302297656,7.1396790777541534,7.0841577093555,7.075474384749066,7.062123108958199,7.087732154079401,7.0632740340179785,7.161760486703782,7.180060970421361,7.196797010709552,7.207489659704665,7.192318955939674,7.163582955279732,7.1459178192908555,7.140147874508609,7.124648956727131,7.135570702417004,7.146588903707355,7.116712758569231,7.119700144064232,7.092683922308699,7.0882907296540285,7.018396180923413,7.01282340605589,7.00366768924809,6.993374484804723,6.990323322104154,6.9839848085445455,6.981685669468123,6.9793011240469784,6.967197275617734,6.981014418103424,7.584344221367013
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q07912,TNK2,TNK2,7.2999395276361305,7.111360628535991,7.218513127379566,7.01366809141431,7.077796291912891,7.127618367305345,7.15145259018866,7.086786364535524,6.9810955517163364,7.026366447014851,7.0427468186871085,7.074847341339288,7.1217573945279895,7.041698712214478,7.1517964874079825,7.250574236051919,7.325348298206767,7.293327946269465,7.248683656952855,7.213818961173811,7.225252787277805,7.263850001509605,7.289737580833864,7.226193459453636,7.20557985282141,7.21961624407098,7.235116486497368,7.203318978238014,7.3010100563119895,7.291722406827214,7.301628368870365,7.310363938938776,7.288421650860823,7.256028885702586,7.239890098278607,7.2400199297081915,7.222053960341374,7.228290654688443,7.240455429432022,7.219190785220804,7.219703715641829,7.196772578479679,7.18489853411701,7.123640206598164,7.113934778080122,7.120581754613785,7.109399931060656,7.1094788535214315,7.10617505003767,7.103627402908729,7.100372156382945,7.090047516390267,7.112880314885698,7.7196425084701366
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q13470,TNK1,TNK1,7.211981550959551,7.179036996661829,7.088760746181231,6.924956021686853,6.947598040896533,6.964086336191258,6.987800375022685,6.882925659859155,6.809214630184663,6.823167027440603,6.8377367068332076,6.88786788614814,6.972806350897784,6.930130181507515,7.043242965535458,7.145591757664647,7.195030657158827,7.1693069509929215,7.113897456424799,7.0791563519586544,7.0701060100034665,7.114702388968864,7.141921673451166,7.0718319743087275,7.0431483598113696,7.022753666695183,7.048981530590879,7.023597458550621,7.12871080861759,7.137803689525393,7.135294136661153,7.128831796853355,7.131031126680886,7.0897287047481985,7.079552899269462,7.081550646462191,7.071456782863281,7.07642777336834,7.087418814852667,7.068718995006442,7.068306677983422,7.046575607873173,7.0500110627544235,6.995095471033049,6.986749308039764,6.974801974449455,6.964261905922622,6.963200175156598,6.960342423421266,6.958202355246956,6.9547995091205275,6.947424571203274,6.953841806282515,7.560086184229884
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q14289,PTK2B,PYK2,7.012980220145611,7.159143783036102,7.300379778521151,7.098809638262111,7.130659954064812,7.156952267174275,7.141958402680254,7.079474455957552,6.978938444904113,7.030624913549194,7.050889279790076,7.090056232359421,7.148822866767922,7.101938753053474,7.0643247528802275,7.039093600511506,7.123396225733874,7.0979206219351525,7.048686148801041,7.0096798463201,7.011402665827803,7.055432815282017,7.075219078083812,7.020752357393163,7.0152808013829535,7.013489954041134,7.042509084381557,7.0215557404935796,7.131984851482517,7.1349790136511375,7.160260616795208,7.173209529938966,7.157835333355538,7.133814131569137,7.12566399826305,7.1307446242136825,7.116371854328497,7.129303550752822,7.138228953820922,7.118661795246781,7.118399724132394,7.091032850766546,7.076221023085807,7.019587919790609,7.010884797430952,7.015941527881691,7.005448728354544,7.003751939694379,7.000161876675218,6.997586224750895,6.995699581817154,6.98558682962724,6.999901798859549,7.61165540719589
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q15835,GRK1,GRK1,6.53603506577859,6.206396828579849,6.133336230553735,6.130005860067978,6.31142537468482,6.435599164783343,6.498707445148608,6.397262823126369,6.3438892149845625,6.429353286349603,6.475514405831267,6.500794167939972,6.553695993319013,6.499338046578899,6.61590246946804,6.72503346098786,6.775584549638573,6.762729117137197,6.734515172584052,6.706000498662207,6.6816632508759355,6.707468731880214,6.742909135297638,6.701372271713251,6.6943549985810815,6.681433787130902,6.6920221935991355,6.673568091274733,6.783188426297886,6.796100862930176,6.792912859684562,6.778581491362529,6.770179689928297,6.74267921647801,6.733455962169469,6.738014577170002,6.724688700711466,6.737202376758838,6.757023641207086,6.746193764161357,6.75154030024582,6.732508993872611,6.724556469796979,6.673050018780914,6.6648695603171575,6.669401066153697,6.660718239742421,6.65674430608245,6.65586845054742,6.654651043989632,6.663698640895678,6.654257955387791,6.669857533615032,7.275742665952939
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q16620,NTRK2,TRKB,7.692009769670521,7.3809604038150285,7.644897881812629,7.364674915518201,7.405466949105499,7.440711198276471,7.447531070777114,7.4761680229391825,7.3453947841498435,7.383450621954403,7.389173199754044,7.412256566596398,7.417011647373564,7.361689072305014,7.3862527788409,7.411433549304885,7.456169647231915,7.420333476348422,7.388576081639015,7.357865243877931,7.365636111527444,7.406700038716153,7.4206433660782185,7.427251837130029,7.4231976722215345,7.426480409910979,7.45018107162958,7.416048429096428,7.508410572927025,7.504880748140627,7.513421101175196,7.515751924587994,7.511066111433629,7.513158160584886,7.4983213627380145,7.494263858175872,7.479575215321559,7.491929008012096,7.496722939639793,7.480120037295882,7.477419242086311,7.454216330100122,7.441510037274011,7.385883319907265,7.378610891296797,7.366947289487501,7.354364286069587,7.354490445835648,7.349485009730197,7.34582664014467,7.353004931854894,7.349254543161629,7.356169177200495,7.958830373292737
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q6XUX3,DSTYK,RIPK5,7.01468947400712,7.1277848336484535,6.804408661637638,6.631891999766509,6.743497958181461,6.824564587628414,6.868989705258207,6.74613491844599,6.645937011227066,6.710347437479151,6.7428190180930985,6.769060484588066,6.8178322780196385,6.7622906281673565,6.886984833661407,7.000370056090446,7.072473444253291,7.038497063776646,6.986533920291313,6.937725794212442,6.909027226027136,6.9581484251296475,6.982208108037486,6.928358664501742,6.9197115477956634,6.914572184334168,6.9242744022552545,6.899692699006886,7.005049838511904,7.002700819170225,6.986541032422172,6.985631327677278,6.968635163235616,6.937866057985889,6.926085649368346,6.927886401196452,6.912831035878606,6.922623463891996,6.939147226952602,6.923613595768335,6.925611994376113,6.901936733697045,6.8899168970001385,6.836835135800285,6.82646056819056,6.825515052239067,6.815794034475228,6.818213500157382,6.81374580015674,6.811911685776547,6.810256752211229,6.800519390364648,6.81660787636146,7.41706901423934
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q8N568,DCLK2,DCAMKL2,6.91545622285084,6.692066676476125,6.426812165930474,6.339676067723728,6.4830269355899635,6.579059524444629,6.651439285863839,6.496868971109878,6.38473569406309,6.446110303693718,6.4845601891064755,6.525058449926519,6.6042236534506955,6.5572629880060305,6.6934497120907945,6.814019694924745,6.87014397614371,6.843728851701321,6.804476607671791,6.750162384336384,6.7195711277698935,6.775657606122656,6.795386152739516,6.743810245853826,6.743677882550208,6.7254744922521414,6.735330360921464,6.716117749617778,6.824851862126345,6.823290062167939,6.837506365456557,6.8299322696294125,6.818215908521087,6.78992414910647,6.781367908965829,6.7859975824613725,6.763512877837673,6.770843168480193,6.788314943794711,6.773307301438247,6.779285187937432,6.7535589718915,6.74145043355605,6.689561779459231,6.679324808768541,6.66652858635383,6.65781254569849,6.658950694796926,6.658737830736531,6.657438582293356,6.657553690928127,6.648125444590216,6.66574013671341,7.2752907359214944
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q8WTQ7,GRK7,GRK7,6.59056490631338,6.354145424130117,6.29719220365989,6.242855813326332,6.385174577973901,6.484193147162506,6.531838613090236,6.439006110762906,6.355744668329365,6.430735089390332,6.478395163725815,6.516026299779663,6.561610281015648,6.513737354887162,6.56938959007087,6.618832490591348,6.674082561809168,6.665379608850756,6.640380002835988,6.611236190926707,6.58956537870646,6.650764400130376,6.694531731976511,6.658912015703704,6.648938908084201,6.635046493317676,6.6672048905959995,6.65250852801304,6.763267014454127,6.7727770090062664,6.763535598663357,6.751160532698051,6.740572991493826,6.713632368194613,6.705629350925198,6.715352791064779,6.704973518291403,6.718837442745848,6.730384380852857,6.7176886274631515,6.723537065924784,6.706053304043984,6.695407424403083,6.642776006786725,6.637016034517373,6.621911928712917,6.6145138408627435,6.614440027484301,6.614407466147631,6.613298575723402,6.620835293571344,6.613149207432422,6.6229555198213275,7.2237983771104055
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q9H2G2,SLK,SLK,7.0089648149776,6.9429621402316855,6.755251251602456,6.689801640043633,6.79153483518882,6.870832956793182,6.8983727273083835,6.8613161150967645,6.76499082555354,6.832495023230491,6.853781086640247,6.890447690197112,6.967610730481922,6.9084115297863455,6.95531427986939,7.0027935414084945,7.092458188563913,7.073591170087887,7.062333742084187,7.030400585934808,7.004498010261883,7.040563044390783,7.088173671872577,7.033338462610271,7.0425415584986615,7.079105829822681,7.091197053639271,7.069199047158311,7.16922057541166,7.127601340278685,7.126693646733174,7.127672945536045,7.125227967829713,7.093896776595777,7.086375255721711,7.095346109645544,7.087144263828653,7.093904520325993,7.096795094153674,7.076357506162873,7.075308123748038,7.058228289601758,7.043567819871641,6.992102941946637,6.984815761794231,6.9777169825284275,6.97347405178565,6.974958498600882,6.97021567330047,6.967564070096063,6.96386545192136,6.959157773200836,6.969482429840727,7.572211862379039
