Compound_SMILES,Compound_InchiKeys,Compound_Name,UniProt_Id,Entrez_Gene_Symbol,DiscoveRx_Gene_Symbol,spearman_median_ensemble_1,spearman_median_ensemble_2,spearman_median_ensemble_3,spearman_median_ensemble_4,spearman_median_ensemble_5,spearman_median_ensemble_6,spearman_median_ensemble_7,spearman_median_ensemble_8,spearman_median_ensemble_9,spearman_median_ensemble_10,spearman_median_ensemble_11,spearman_median_ensemble_12,spearman_median_ensemble_13,spearman_median_ensemble_14,spearman_median_ensemble_15,spearman_median_ensemble_16,spearman_median_ensemble_17,spearman_median_ensemble_18,spearman_median_ensemble_19,spearman_median_ensemble_20,spearman_median_ensemble_21,spearman_median_ensemble_22,spearman_median_ensemble_23,spearman_median_ensemble_24,spearman_median_ensemble_25,spearman_median_ensemble_26,spearman_median_ensemble_27,spearman_median_ensemble_28,spearman_median_ensemble_29,spearman_median_ensemble_30,spearman_median_ensemble_31,spearman_median_ensemble_32,spearman_median_ensemble_33,spearman_median_ensemble_34,spearman_median_ensemble_35,spearman_median_ensemble_36,spearman_median_ensemble_37,spearman_median_ensemble_38,spearman_median_ensemble_39,spearman_median_ensemble_40,spearman_median_ensemble_41,spearman_median_ensemble_42,spearman_median_ensemble_43,spearman_median_ensemble_44,spearman_median_ensemble_45,spearman_median_ensemble_46,spearman_median_ensemble_47,spearman_median_ensemble_48,spearman_median_ensemble_49,spearman_median_ensemble_50,spearman_median_ensemble_51,spearman_median_ensemble_52,spearman_median_ensemble_53,spearman_median_ensemble_54
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q13470,TNK1,TNK1,7.21198155095955,7.178726198979775,7.145470847,7.0242354235,7.04269452157719,7.047134885788595,7.05157525,7.047134885788595,7.04269452157719,7.002692760788595,7.0016456,7.022170060788595,7.04269452157719,7.022170060788595,7.04269452157719,7.047134885788595,7.05157525,7.047134885788595,7.04269452157719,7.022170060788595,7.0016456,7.022170060788595,7.04269452157719,7.022170060788595,7.0016456,6.9821683,7.0016456,6.9821683,7.0016456,7.022170060788595,7.01138496398926,7.00651528199463,7.01138496398926,7.00651528199463,7.0016456,7.00651528199463,7.0016456,7.00651528199463,7.01138496398926,7.00651528199463,7.01138496398926,7.00651528199463,7.01138496398926,7.00651528199463,7.0016456,6.9821683,6.962691,6.9328455,6.903,6.8681,6.8332,6.81116875,6.8332,6.8681
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q14289,PTK2B,PYK2,7.01298022014561,7.160522684572805,7.308065149,7.160522684572805,7.26443128043615,7.280446890218075,7.26443128043615,7.154933340218075,7.0454354,7.154933340218075,7.26443128043615,7.271647340218075,7.2788634,7.271647340218075,7.26443128043615,7.154933340218075,7.26443128043615,7.154933340218075,7.0454354,7.029207810072805,7.0454354,7.050967699999999,7.0565,7.050967699999999,7.0454354,7.029207810072805,7.0454354,7.029207810072805,7.0454354,7.050967699999999,7.0565,7.160465640218074,7.0565,7.050967699999999,7.0454354,7.050967699999999,7.0454354,7.050967699999999,7.0565,7.050967699999999,7.0565,7.050967699999999,7.0454354,7.029207810072805,7.01298022014561,7.029207810072805,7.01298022014561,6.98081457487078,6.94864892959595,6.888948413315886,6.82924789703582,6.7399126985179105,6.82924789703582,6.888948413315886
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q15835,GRK1,GRK1,6.53603506577859,6.2032870338892945,5.983,6.051311470159135,6.11962294031827,6.32782900304843,6.53603506577859,6.32782900304843,6.11962294031827,6.32782900304843,6.53603506577859,6.6768540561219805,6.81767304646537,6.6768540561219805,6.81767304646537,6.861320023232685,6.904967,6.861320023232685,6.81767304646537,6.6768540561219805,6.53603506577859,6.6768540561219805,6.81767304646537,6.6768540561219805,6.53603506577859,6.513531439889295,6.53603506577859,6.513531439889295,6.53603506577859,6.6768540561219805,6.63550519943237,6.5857701326054805,6.53603506577859,6.513531439889295,6.491027814,6.513531439889295,6.491027814,6.513531439889295,6.53603506577859,6.513531439889295,6.53603506577859,6.513531439889295,6.491027814,6.473397763043655,6.45576771208731,6.473397763043655,6.45576771208731,6.37772326084932,6.4421597,6.370919254805665,6.4421597,6.370919254805665,6.4421597,6.448963706043655
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q16620,NTRK2,TRKB,7.69200976967052,7.37802597583526,7.69200976967052,7.37802597583526,7.57679349017215,7.602257495086075,7.57679349017215,7.602257495086075,7.57679349017215,7.602257495086075,7.57679349017215,7.602257495086075,7.57679349017215,7.534113745086075,7.57679349017215,7.602257495086075,7.6277215,7.602257495086075,7.57679349017215,7.534113745086075,7.56905,7.5729217450860755,7.57679349017215,7.602257495086075,7.57679349017215,7.5729217450860755,7.57679349017215,7.5729217450860755,7.57679349017215,7.5729217450860755,7.57679349017215,7.602257495086075,7.57679349017215,7.602257495086075,7.57679349017215,7.5729217450860755,7.56905,7.5729217450860755,7.57679349017215,7.5729217450860755,7.56905,7.557194076919555,7.54533815383911,7.518386076919555,7.491434,7.4871687405,7.482903481,7.4682278405,7.4535522,7.41715095,7.4535522,7.41715095,7.4535522,7.4682278405
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q6XUX3,DSTYK,RIPK5,7.01468947400712,7.128851771003561,7.01468947400712,6.57684473700356,7.01468947400712,7.11346622876569,7.1549764,7.08483293700356,7.01468947400712,7.08483293700356,7.1081243,7.103059257884585,7.1081243,7.103059257884585,7.1081243,7.1315503499999995,7.1549764,7.1315503499999995,7.1081243,7.103059257884585,7.09799421576917,7.103059257884585,7.1081243,7.103059257884585,7.09799421576917,7.056341844888145,7.09799421576917,7.056341844888145,7.09799421576917,7.056341844888145,7.01468947400712,6.97625098700356,6.9378125,6.915759410858155,6.89370632171631,6.915759410858155,6.89370632171631,6.915759410858155,6.9378125,6.915759410858155,6.9378125,6.915759410858155,6.89370632171631,6.8110990524292,6.72849178314209,6.701362141571044,6.6742325,6.701362141571044,6.6742325,6.649971039894495,6.62570957978899,6.473055625394495,6.62570957978899,6.649971039894495
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q8N568,DCLK2,DCAMKL2,6.91545622285084,6.68995922792542,6.464462233,6.266239350216055,6.464462233,6.68995922792542,6.91545622285084,6.68995922792542,6.464462233,6.68995922792542,6.91545622285084,6.91628881142542,6.9171214,6.91628881142542,6.9171214,6.97491042010283,7.03269944020566,6.97491042010283,6.9171214,6.91628881142542,6.91545622285084,6.91628881142542,6.9171214,6.91628881142542,6.91545622285084,6.827316876539015,6.91545622285084,6.827316876539015,6.91545622285084,6.83313938347437,6.91545622285084,6.83313938347437,6.7508225440979,6.745000037162545,6.73917753022719,6.745000037162545,6.73917753022719,6.745000037162545,6.7508225440979,6.745000037162545,6.7508225440979,6.745000037162545,6.73917753022719,6.601819881613595,6.464462233,6.448130254466506,6.43179827593301,6.448130254466506,6.464462233,6.448130254466506,6.464462233,6.448130254466506,6.464462233,6.5356306165
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q8WTQ7,GRK7,GRK7,6.59056490631338,6.35191505165669,6.18,6.1466325985,6.18,6.38528245315669,6.59056490631338,6.38528245315669,6.18,6.38528245315669,6.59056490631338,6.71456060315669,6.8385563,6.71456060315669,6.8385563,6.910734844746845,6.98291338949369,6.910734844746845,6.8385563,6.71456060315669,6.59056490631338,6.71456060315669,6.8385563,6.71456060315669,6.59056490631338,6.53600321415669,6.59056490631338,6.53600321415669,6.59056490631338,6.71456060315669,6.59056490631338,6.53600321415669,6.481441522,6.395647385510539,6.30985324902108,6.395647385510539,6.30985324902108,6.395647385510539,6.481441522,6.395647385510539,6.481441522,6.395647385510539,6.30985324902108,6.30854710600163,6.30724096298218,6.25133898149109,6.195437,6.25133898149109,6.30724096298218,6.29726287699109,6.30724096298218,6.29726287699109,6.30724096298218,6.30854710600163
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q9H2G2,SLK,SLK,7.0089648149776,6.9423394734888,6.875714132,6.680733491533065,6.875714132,6.9423394734888,7.0089648149776,6.9423394734888,6.875714132,6.9423394734888,7.0089648149776,7.0423124074888,7.07566,7.0423124074888,7.07566,7.08445465,7.0932493,7.08445465,7.07566,7.0423124074888,7.0089648149776,7.0423124074888,7.07566,7.0423124074888,7.07566,7.08445465,7.0932493,7.08445465,7.0932493,7.08445465,7.08187627792358,7.08756278896179,7.08187627792358,7.07876813896179,7.07566,7.07876813896179,7.07566,7.07876813896179,7.08187627792358,7.07876813896179,7.07566,7.0423124074888,7.0089648149776,6.998637015626355,6.98830921627511,6.980089108137555,6.971869,6.980089108137555,6.971869,6.923791566,6.875714132,6.840970693499999,6.875714132,6.923791566
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q9UIK4,DAPK2,DAPK2,6.54962162785173,6.678523752925865,6.54962162785173,6.306872551784565,6.54962162785173,6.678523752925865,6.807425878,6.678523752925865,6.54962162785173,6.678523752925865,6.807425878,6.921278189000001,6.807425878,6.7981824385,6.807425878,6.921278189000001,7.0351305,6.921278189000001,6.807425878,6.7981824385,6.788938999,6.7981824385,6.807425878,6.7981824385,6.788938999,6.669280313425865,6.788938999,6.669280313425865,6.788938999,6.7981824385,6.8001880645752,6.7988065322876,6.797425,6.7931819995,6.788938999,6.7931819995,6.788938999,6.7931819995,6.797425,6.7931819995,6.797425,6.7931819995,6.797425,6.7931819995,6.788938999,6.669280313425865,6.54962162785173,6.508816407925865,6.468011188,6.437542819723265,6.40707445144653,6.370958699088369,6.40707445144653,6.437542819723265
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q9UM73,ALK,ALK,9.10356709357209,8.415060599786045,8.295,8.010777053,7.76312993418518,7.77897651709259,7.788834,7.79182855,7.788834,7.79182855,7.788834,7.79182855,7.7948231,7.79182855,7.7948231,7.797817650000001,7.8008122,7.797817650000001,7.7948231,7.79182855,7.7948231,7.797817650000001,7.7948231,7.797817650000001,7.7948231,7.7920539,7.7948231,7.7920539,7.7948231,7.797817650000001,7.8008122,7.936620137148836,7.8008122,7.936620137148836,7.8008122,7.797817650000001,7.7948231,7.797817650000001,7.8008122,7.797817650000001,7.8008122,7.797817650000001,7.7948231,7.7920539,7.7892847,7.78905935,7.788834,7.78905935,7.788834,7.77598196709259,7.76312993418518,7.74484202009259,7.76312993418518,7.77598196709259
