Compound_SMILES,Compound_InchiKeys,Compound_Name,UniProt_Id,Entrez_Gene_Symbol,DiscoveRx_Gene_Symbol,rmse_rank_ensemble_54,rmse_rank_ensemble_53,rmse_rank_ensemble_52,rmse_rank_ensemble_51,rmse_rank_ensemble_50,rmse_rank_ensemble_49,rmse_rank_ensemble_48,rmse_rank_ensemble_47,rmse_rank_ensemble_46,rmse_rank_ensemble_45,rmse_rank_ensemble_44,rmse_rank_ensemble_43,rmse_rank_ensemble_42,rmse_rank_ensemble_41,rmse_rank_ensemble_40,rmse_rank_ensemble_39,rmse_rank_ensemble_38,rmse_rank_ensemble_37,rmse_rank_ensemble_36,rmse_rank_ensemble_35,rmse_rank_ensemble_34,rmse_rank_ensemble_33,rmse_rank_ensemble_32,rmse_rank_ensemble_31,rmse_rank_ensemble_30,rmse_rank_ensemble_29,rmse_rank_ensemble_28,rmse_rank_ensemble_27,rmse_rank_ensemble_26,rmse_rank_ensemble_25,rmse_rank_ensemble_24,rmse_rank_ensemble_23,rmse_rank_ensemble_22,rmse_rank_ensemble_21,rmse_rank_ensemble_20,rmse_rank_ensemble_19,rmse_rank_ensemble_18,rmse_rank_ensemble_17,rmse_rank_ensemble_16,rmse_rank_ensemble_15,rmse_rank_ensemble_14,rmse_rank_ensemble_13,rmse_rank_ensemble_12,rmse_rank_ensemble_11,rmse_rank_ensemble_10,rmse_rank_ensemble_9,rmse_rank_ensemble_8,rmse_rank_ensemble_7,rmse_rank_ensemble_6,rmse_rank_ensemble_5,rmse_rank_ensemble_4,rmse_rank_ensemble_3,rmse_rank_ensemble_2,rmse_rank_ensemble_1
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P42685,FRK,FRK,7.471282126641136,6.86782402528003,6.8773525139146265,6.874009419622364,6.8872270722857465,6.883442130354745,6.887428974491446,6.891181044032584,6.8995666807146145,6.90820332959394,6.919718701640051,6.936229607543102,6.948378670372947,6.962451909963937,6.962635589050527,6.978394969149983,6.971124709925669,6.962464137905201,6.975350104177875,6.958954804499036,6.969573014234418,6.957519042941692,6.93393390625758,6.931838737528458,6.918353284111313,6.910930873208539,6.923152528754744,6.9042569318951035,6.915523621508693,6.914458012959885,6.928634783855483,6.949099272646226,6.9156232692237385,6.902762524181757,6.9634523989047645,6.989253110286831,7.022589642607132,7.058755492776522,7.074128033514031,7.098488818346722,7.075369401645772,7.149510513212241,7.212073411217249,7.204263447362595,7.237509087128158,7.213892237693635,7.173059112282513,7.2691721194675045,7.193761093365369,7.105219788268842,7.077914760736746,6.927407773987421,6.89306841928972,6.684080016
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P46734,MAP2K3,MEK3,7.010045973945491,6.410942035308347,6.41904649261656,6.403986065623895,6.414587112522726,6.4193986333136195,6.420302096446052,6.423257166367208,6.429088513041422,6.440374199223797,6.451972201491096,6.466507362364878,6.484428219484306,6.501497683504755,6.496835213627267,6.508082847842951,6.484584088440051,6.473227868772994,6.48613932450961,6.487363678504917,6.4954208704890855,6.479130327650386,6.459062883487759,6.4504852987869885,6.450802015724447,6.432068553778853,6.420147056834213,6.403107107000901,6.410645223586652,6.402423094523807,6.408689252671677,6.423169751433484,6.3891334898304235,6.386201828752939,6.405775192683696,6.410853847366654,6.435694280217936,6.456664346289628,6.445095485407092,6.46839610374876,6.4308035191922945,6.463493004427686,6.48159002572659,6.414187049114798,6.477390342369446,6.401611436359117,6.329873233568323,6.377475731843822,6.340519729023446,6.249492754877863,6.315501491647065,6.204090265358491,6.407981410205608,6.602296498
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q05397,PTK2,FAK,7.474952937492226,6.871549420425487,6.883519123564153,6.88010071610688,6.8960467519471695,6.898754393960595,6.903608003263712,6.906242551529221,6.913494968652916,6.922656604697084,6.940311661016644,6.961587614344262,6.964900183414201,6.9803067056187444,6.995176185820674,7.003739477972549,6.9910269914251515,6.9782604686430405,6.984390749035411,6.969150427207483,6.984459014949103,6.971101485414757,6.940098669738172,6.9469736307886185,6.937511405589401,6.930141952046069,6.9049430119802455,6.884926122028545,6.907377002674327,6.902956068748189,6.919432437090777,6.9463557749000024,6.9074109983031375,6.876620281148902,6.900642069558186,6.924994835756475,6.9735110483171985,7.029917044668523,7.042669297986334,7.079890875747281,7.029475558739598,7.136660512358707,7.199201857807274,7.200848531064625,7.215901733825925,7.156871654332466,7.128872838241608,7.280737089144671,7.226875821438989,7.172552569133261,7.287925789796111,7.227336770037736,7.4382958835140185,7.237382584
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q07912,TNK2,TNK2,7.585062678133456,6.978209797331808,6.988677940166713,6.979394128686321,6.992897570391234,6.996614909066034,7.001983554041714,7.001388181960927,7.0105058696460105,7.021060793506499,7.0332073154051455,7.051000789933511,7.061732849271161,7.079104745940806,7.065854879595278,7.080577916733688,7.066516892766111,7.0582155182743875,7.074518539072667,7.064010340302096,7.082104020988189,7.069964316554977,7.03926107710668,7.026161743230229,7.021217900055144,7.019814245961506,7.023460637633396,7.00957471416104,7.030296590710168,6.989083243215497,7.016419411589617,7.051425221934954,6.985059603441661,6.957042050756659,7.000355660454967,7.026789318900492,7.042313653797217,7.080604754072788,7.1100183643098704,7.14079598403765,7.10284105357375,7.151509946116256,7.1901136085473265,7.187168835203235,7.157179398332412,7.125174972149109,7.0848793788789575,7.171827999744066,7.151158889024697,7.105773296571659,7.059543241556309,6.986642667283019,7.176682956990654,6.919223637
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q13470,TNK1,TNK1,7.439467629563782,6.833141972266907,6.842483615766626,6.843489140342218,6.853067198545187,6.85698919581915,6.861349261133983,6.861921660123644,6.86740221587312,6.881427329217528,6.892017482645623,6.908883228683625,6.904244124897719,6.923534293791173,6.939969074307895,6.952570404794795,6.93997997520007,6.933267533817489,6.941220098664304,6.940190652763783,6.949690039628425,6.931892933832729,6.9099090171456705,6.921810116872043,6.91966624075806,6.901941215343363,6.886860019703233,6.865520166525264,6.876799959169108,6.841682615184254,6.82954993924783,6.856089557513534,6.784544196845229,6.7843801503039876,6.803624931512161,6.823053108919091,6.847264278541909,6.894291790653226,6.936499694285722,6.947262294395145,6.874928550238462,6.917272072289387,6.93831819487728,6.933266101333167,6.942160865896115,6.884751313520335,6.875876992782551,6.931391672339256,6.898915116586131,6.870144552981209,6.788754791557794,6.718259615962264,7.025368464841121,7.145470847
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q14289,PTK2B,PYK2,7.512505827454578,6.900685406732967,6.910384148719502,6.906373915755444,6.9196793365439335,6.921787089389321,6.925351084903212,6.926671205077764,6.933608393235543,6.941322163037669,6.952533853933037,6.974208829790614,6.988150617443249,7.0040514858358955,6.99184392699655,7.00531102179871,6.994809127320415,6.980160910476906,6.992051635277959,6.971269183850655,6.985451294143059,6.970933675863158,6.938736904218172,6.9385483379785615,6.935428972671798,6.923319250962139,6.9152810577785955,6.8981430835780735,6.905721769713557,6.93124145954374,6.949899139980805,6.974580985749989,6.987674870330971,6.9567392598313,6.978451653994468,7.008666564315879,7.0209929847253685,7.072679008625418,7.085112318088328,7.115024207174065,7.0640084894100985,7.1301864901565954,7.171370751807071,7.162795271524519,7.172243740104476,7.131367171262988,7.083986894723625,7.160186369080374,7.1780117623355775,7.155688354083437,7.189666481211491,7.172398492113208,7.448210449028037,7.308065149
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q15835,GRK1,GRK1,7.146324913151152,6.540352572084942,6.549140203305423,6.544739404529166,6.557064121558397,6.545353455305194,6.549691503023658,6.553151112990141,6.5589117087830475,6.568026731415507,6.573672548047784,6.5882609602651545,6.595051049291475,6.606417550945302,6.598303729723008,6.6104272432364475,6.588867252051705,6.574460409998311,6.585509100546234,6.584775567049062,6.597840286230408,6.5814715789424,6.560331399035171,6.566927673062208,6.552514947453342,6.533755204079491,6.514003395716782,6.522926380978166,6.532721265748684,6.486757488326505,6.492259802406363,6.5102927721731945,6.437147753060908,6.451858387098797,6.481649331267693,6.489218984524265,6.498012961865991,6.517192637097502,6.520329931654475,6.527050944469403,6.481353909851021,6.512361878687386,6.513901450365857,6.475534477018421,6.513839763864503,6.483456435604416,6.392306118866306,6.425877693407221,6.351456053548149,6.2114245232553,6.134136298844992,5.828284940930818,5.926243982317757,5.870539002
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q16620,NTRK2,TRKB,7.786391328233537,7.183613933323869,7.1930249686190475,7.194061962470202,7.198655180219594,7.189126796478845,7.193489697476709,7.192590026908649,7.203235561356729,7.200517762481889,7.209127985128615,7.226515409591416,7.237388059537506,7.233651302591078,7.249753720153596,7.259765809386053,7.252161415131181,7.236747525534507,7.25347260122676,7.243471875211643,7.2565882295372095,7.244953217711278,7.225540679563019,7.219456856644615,7.219624124627291,7.222843264166672,7.220131982014104,7.200283103526643,7.217093680819271,7.230626259622851,7.230095838588547,7.268132297995921,7.248120022902786,7.234186017864228,7.261480742302811,7.3020567851222244,7.336395896556168,7.368110883958442,7.372337608565671,7.421379782656538,7.417679109071968,7.47090261247253,7.529209830547868,7.5352455969923176,7.532240761169412,7.515304448701064,7.486986603751186,7.609730573198737,7.62810673990922,7.628179342815189,7.612981622135348,7.6446163636981135,7.6207689516635515,7.064042182000001
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q6XUX3,DSTYK,RIPK5,7.255918110046182,6.655348379914804,6.66434441289577,6.659062239291096,6.6716969843468,6.673301395858184,6.67684307916498,6.673744414480117,6.6819164714268675,6.691800256148718,6.700064221870038,6.718179290881886,6.728734414520215,6.742894032301408,6.743816436832002,6.7592111515224635,6.740553231896341,6.728437084705829,6.743260263948374,6.751397380042594,6.766104956707172,6.74933199055155,6.718352528129641,6.718159639076468,6.7099685026527,6.7104312208133186,6.7062291461894405,6.690665930242841,6.7040452418710155,6.659938540932215,6.678852911121322,6.703521577859668,6.625059570013805,6.613889822514298,6.640513580261233,6.655571010997073,6.673424655436505,6.714543495882989,6.719080712027575,6.746740049288674,6.70181193273461,6.764652247225185,6.796711567158962,6.771867879752348,6.82645169128589,6.799297438837563,6.736086805140849,6.816320944982829,6.763714272358802,6.671179698880269,6.5893916571834,6.407319173408805,6.696165978242991,7.243014068
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q8N568,DCLK2,DCAMKL2,7.142368342227914,6.532728172673675,6.541549768856811,6.534539851552261,6.54683690877681,6.546315945881493,6.550116460327728,6.548455428839941,6.5563010483228394,6.5653997927244685,6.573496211925339,6.593485197786084,6.604331772490234,6.61837586954359,6.633446332567946,6.649028841717044,6.629905044435705,6.620775993951776,6.632732897978513,6.619429913110006,6.642916979350042,6.626455686061647,6.602481710380242,6.61268038384049,6.597371956171437,6.5728728410027175,6.568792865446744,6.546515203628371,6.554575456549219,6.511479370111054,6.521755243159766,6.540353818758134,6.458324136626744,6.459271488794378,6.482831843087964,6.491320767775775,6.519298454271413,6.548056746772747,6.538295201381256,6.545392283159794,6.475868379109255,6.545024661230216,6.56375745751487,6.535567013123663,6.590390747623545,6.546159878365333,6.487669680357425,6.540546690951471,6.450940895371117,6.330762872575673,6.191550170129205,5.896598499886792,6.17545757553271,6.464462233
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q8WTQ7,GRK7,GRK7,7.054949929129742,6.453993292563049,6.46290107955129,6.461617881741049,6.471482855682193,6.461521913014445,6.464645848342373,6.463999991676894,6.468158668787601,6.47667908364762,6.483072818015786,6.495877599019643,6.504821731748958,6.513982288690822,6.540270292489135,6.5482585374615425,6.534551470745001,6.518335548149404,6.53074003785008,6.534019174855864,6.543222822997368,6.523705071707851,6.501703005161842,6.5087353690422685,6.492709229681099,6.474082003165606,6.457116458562819,6.461651186820449,6.468559432632286,6.449142729343083,6.458009554204431,6.47079985618105,6.435964056178745,6.447939111756558,6.473259726988617,6.480872736064175,6.490010570616446,6.509805646538196,6.520018268992027,6.542142679617118,6.50297688464672,6.54264191312511,6.547058436195995,6.509761515521463,6.55309142801226,6.50962774936337,6.433225444092862,6.474987339409909,6.418510607667758,6.307113406035913,6.239624953588897,6.011432548037735,6.146320753626168,6.113265197
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q9H2G2,SLK,SLK,7.4261918816480925,6.82336405289635,6.832095807772565,6.829184125841069,6.835125582008821,6.83932668943062,6.839412765661893,6.83727710393206,6.842574718860601,6.852697204156708,6.864138883913048,6.876831863356078,6.890070278019964,6.9050487388681985,6.916276807233528,6.926974915005325,6.922070165591006,6.913116827989691,6.920957983167632,6.918597019769669,6.92534505899436,6.902341427207184,6.867597567049672,6.838388384090125,6.835684979210938,6.830158849452553,6.8676155871094675,6.86213828435604,6.868762269121535,6.880073558078226,6.876890156366552,6.899132715135768,6.8669675394663265,6.855818165875839,6.888228554822566,6.916893179312378,6.921797319062373,6.927265467873508,6.90539599027733,6.929789333569267,6.863198015107268,6.903467296228098,6.919966592914662,6.906142555058132,6.957669893285521,6.918430952391688,6.851354521228365,6.895236357863061,6.867209384327225,6.787228358681203,6.734433964324918,6.61004671527044,6.624724889046728,6.875714132
