Compound_SMILES,Compound_InchiKeys,Compound_Name,UniProt_Id,Entrez_Gene_Symbol,DiscoveRx_Gene_Symbol,spearman_mean_ensemble_1,spearman_mean_ensemble_2,spearman_mean_ensemble_3,spearman_mean_ensemble_4,spearman_mean_ensemble_5,spearman_mean_ensemble_6,spearman_mean_ensemble_7,spearman_mean_ensemble_8,spearman_mean_ensemble_9,spearman_mean_ensemble_10,spearman_mean_ensemble_11,spearman_mean_ensemble_12,spearman_mean_ensemble_13,spearman_mean_ensemble_14,spearman_mean_ensemble_15,spearman_mean_ensemble_16,spearman_mean_ensemble_17,spearman_mean_ensemble_18,spearman_mean_ensemble_19,spearman_mean_ensemble_20,spearman_mean_ensemble_21,spearman_mean_ensemble_22,spearman_mean_ensemble_23,spearman_mean_ensemble_24,spearman_mean_ensemble_25,spearman_mean_ensemble_26,spearman_mean_ensemble_27,spearman_mean_ensemble_28,spearman_mean_ensemble_29,spearman_mean_ensemble_30,spearman_mean_ensemble_31,spearman_mean_ensemble_32,spearman_mean_ensemble_33,spearman_mean_ensemble_34,spearman_mean_ensemble_35,spearman_mean_ensemble_36,spearman_mean_ensemble_37,spearman_mean_ensemble_38,spearman_mean_ensemble_39,spearman_mean_ensemble_40,spearman_mean_ensemble_41,spearman_mean_ensemble_42,spearman_mean_ensemble_43,spearman_mean_ensemble_44,spearman_mean_ensemble_45,spearman_mean_ensemble_46,spearman_mean_ensemble_47,spearman_mean_ensemble_48,spearman_mean_ensemble_49,spearman_mean_ensemble_50,spearman_mean_ensemble_51,spearman_mean_ensemble_52,spearman_mean_ensemble_53,spearman_mean_ensemble_54
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P42685,FRK,FRK,7.21990090390365,6.9519904599518245,7.003326973301217,6.85194535779344,7.00456054758452,7.114395806320434,7.205857919703228,7.179884129740325,7.052764893102511,7.10473976379226,7.1233970943566,7.152587134949666,7.177991903107385,7.044857895991947,7.098016769592484,7.151280783992954,7.217575249478781,7.165630374396627,7.117871907954699,7.059327205056964,7.048418766720918,7.10674050459724,7.131817887006055,7.061296073525065,7.0491553236543805,7.04895961528211,7.063449777679068,7.035317699081632,7.200409606009851,7.172991908006992,7.202663756583127,7.2049468932648795,7.181537829908658,7.132601507264944,7.113672521343089,7.1133356841179065,7.090868339516568,7.105574593739817,7.118030852874694,7.071617709727826,7.084448570466171,7.029814362601421,6.994510586511706,6.8311629356147225,6.802215581489951,6.803021742761908,6.765351296256336,6.751624446334329,6.741074816817302,6.732916878040956,6.757761645138192,6.666266228885535,6.852735413246185,23.44811261941796
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P46734,MAP2K3,MEK3,5.97225606044722,6.28727627922361,6.261517519482407,6.174279439471805,6.2994889915030745,6.386827492919228,6.419477851073625,6.340111247814422,6.2745408425017075,6.350252758251537,6.439000552955942,6.505348790415676,6.550581408229855,6.50224275360677,6.5552310166996515,6.610595746905923,6.668967008897194,6.643619952569573,6.6093499076974895,6.575546687312615,6.534003987916776,6.621120079375104,6.673821510706622,6.589664633686124,6.593404866923535,6.605579506194786,6.612601783743127,6.588820099712434,6.762581096274075,6.768896034005287,6.757082933997919,6.748149717310484,6.731217111255506,6.669221864567447,6.653318965579806,6.662187221212278,6.643579936571789,6.662811446135689,6.709645050080928,6.661450420703904,6.6559235177599065,6.606423825641178,6.554304361442822,6.414559697999187,6.393642826932538,6.396453969825309,6.36735900761626,6.355647890790921,6.346688648121718,6.345389093439285,6.319008915136553,6.245467397954698,6.6762212583706475,23.146666992687265
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q05397,PTK2,FAK,6.68798504234929,6.962683813174644,7.189455875449763,6.860748260749512,6.9865907249485595,7.074679212457133,7.153649182106114,7.10859901246785,6.9561499555269775,7.00081238997428,7.016971354522073,7.082740619041943,7.1469948422694864,7.082767685205699,7.141719706191986,7.202302724554987,7.290829573893136,7.234117717232406,7.157656926483332,7.069682722659166,7.067864497770634,7.133102702417423,7.1481880327471,7.071715487893059,7.060056522302549,7.041543380966478,7.079804552041794,7.043400500593862,7.195603414366487,7.2233900810515035,7.249188433273679,7.265449765940806,7.237489456218363,7.184846625199764,7.151558590194057,7.140317534505415,7.109315113537138,7.132525810549319,7.1567062000224135,7.087738133796853,7.0956999110213195,7.026652619848286,7.016106951733068,6.811240870890819,6.798011442648801,6.770636259112957,6.7357082074297026,6.727781903108251,6.70144732345298,6.693533152603921,6.681895247650902,6.5726280313499235,6.773512728871623,23.36892494249498
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q07912,TNK2,TNK2,7.29993952763613,7.109581582318064,7.219387721545377,7.00829918303969,7.076066293233138,7.128718644360948,7.153885323737955,7.084099436395711,6.969516665685076,7.020472539116569,7.039250126469608,7.075747920944261,7.1292901349485485,7.03600116962498,7.165745891649982,7.282647523421858,7.371276829435841,7.32934886563385,7.271647666126805,7.2261714953204645,7.2403799955433,7.290570541200423,7.3241952133221435,7.235642538033207,7.206405525604906,7.2264603288510125,7.248903627782457,7.200714967490386,7.351098727232097,7.334754618682148,7.3494636711359815,7.362591402619911,7.32310843643432,7.264244013361779,7.2341525386943,7.234561328358882,7.198776919391445,7.2124131583548285,7.239430718397012,7.190547654487086,7.192491955597157,7.134048078112608,7.102853165426129,6.923727319772515,6.897112457110903,6.925090403695449,6.885920227872141,6.890919931458138,6.878861300203891,6.868376457139813,6.849388683470405,6.756131208788282,7.082090695414918,23.768621197125345
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q13470,TNK1,TNK1,7.21198155095955,7.178726198979775,7.086817465986517,6.918680775526277,6.94348352473646,6.961498812280383,6.987064624811757,6.874472059210287,6.7952906637424775,6.81203069736823,6.8292684157893,6.886517413611352,6.983693827256633,6.933474246811961,7.06615883035783,7.186757840960466,7.244183395510322,7.209819481593082,7.138425374930288,7.093028146183774,7.08065537731788,7.138961996530703,7.174483144507629,7.077035699980698,7.036670490657518,7.007734130356585,7.046695495898934,7.008701031934688,7.1709275480748715,7.183887075260625,7.178322491026064,7.166160460056499,7.168828130873656,7.0939621293999515,7.075015934274239,7.078979738581483,7.058861495380439,7.069573548133585,7.093792200745544,7.050623280451906,7.050063298001859,6.994498368138562,7.005156967660481,6.843925767008555,6.8205773721861425,6.7823741380081835,6.74562558175269,6.745554392549509,6.735707384538294,6.727573683087528,6.7074251794975766,6.642120467930264,6.737722213818372,23.41344482204629
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q14289,PTK2B,PYK2,7.01298022014561,7.160522684572805,7.304015123048536,7.09560761312062,7.129372346583726,7.157220705486438,7.141251376131232,7.074202747864828,6.965510220324292,7.023708158291863,7.046904089356239,7.091412867619832,7.1584703789567685,7.1034643099326384,7.059166155937129,7.029405271191059,7.132025719237605,7.100218195557738,7.0385541792125945,6.989467050251965,6.992659095478062,7.051550818410877,7.078307391523447,7.003506594720907,6.996536246813504,6.994694426920521,7.037882855553094,7.006618062179287,7.177024094517932,7.180253562643173,7.219875698429964,7.239688081739082,7.211118149707096,7.1666560048596955,7.1506399190065615,7.159706293282883,7.130178005699831,7.156819110812993,7.175637902843429,7.129698214397344,7.128792575021799,7.058022798671414,7.018057948179501,6.852054758327921,6.827927725920634,6.84960361013975,6.812483116604862,6.809110082925595,6.795132050620991,6.7840363007885705,6.774545392929971,6.682727212296703,6.888851113951482,23.714131837365827
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q15835,GRK1,GRK1,6.53603506577859,6.2032870338892945,6.129858022592863,6.127299252024215,6.316516868834482,6.446177474028735,6.511718834881773,6.401093402396551,6.342652991019157,6.436787091917241,6.487517992652037,6.515030913803148,6.574395008510598,6.509940837421695,6.646197181593582,6.774421482743983,6.832709728097118,6.813727399536167,6.775775848718474,6.73745844378255,6.7044651845548096,6.737445048893227,6.783764772854392,6.72511675454749,6.714342792849083,6.695083332386861,6.710082246002162,6.681756090644022,6.8501204151045725,6.868290998690036,6.860781779359144,6.83467141125417,6.81845951423469,6.767931531098063,6.750147015923833,6.758440714884898,6.731236904191746,6.757196083028806,6.80004243987422,6.774058252702365,6.786363075807185,6.736491749526229,6.714529686093738,6.562579416812257,6.538856851994207,6.557456529124767,6.526192375441262,6.511680000952902,6.510261219300802,6.505990665234786,6.574500652190967,6.486529485802679,6.708088269089421,23.369221431799023
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q16620,NTRK2,TRKB,7.69200976967052,7.37802597583526,7.648017317223506,7.3587726401265225,7.402376810135648,7.439934258446374,7.447291364382606,7.47809081883478,7.33573235007536,7.378560015067824,7.385377486425295,7.411729686377594,7.4172045936562405,7.353097584565343,7.38253270559432,7.412788436494675,7.466862961054622,7.422200083329366,7.382405097469925,7.3436670100964285,7.354399533425171,7.409040009178572,7.427674617475156,7.436441649302497,7.430398225943706,7.434818992401222,7.469214696386361,7.41733596027389,7.559387168540307,7.552110825524022,7.564465348321863,7.566771811311256,7.557132076871192,7.559512997590609,7.530740497659449,7.522045286317105,7.491917151199258,7.5173899893255935,7.527223869086476,7.488274670459314,7.481516702887136,7.421627024947616,7.387442610493308,7.224319750700212,7.204638280684652,7.16759768762629,7.123080030272539,7.128448148391861,7.1080340759757,7.091278714096187,7.148312464800183,7.116620165811364,7.217814370230017,23.793559388821702
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q6XUX3,DSTYK,RIPK5,7.01468947400712,7.128851771003561,6.7989011806690405,6.622687369573263,6.740598492363462,6.826284418636218,6.873240415973902,6.740705529602164,6.632398026313035,6.704603393681731,6.741287112437937,6.771012704382207,6.826601726122037,6.761628303606417,6.908188150032656,7.042053015655615,7.12688412568637,7.08207954487046,7.014831800719383,6.9513608606834145,6.913572248269919,6.978116327894013,7.009578357116013,6.934612080062394,6.922255980051457,6.914803510939558,6.929001762386242,6.891960373223296,7.054314912077666,7.048961292398953,7.021209365603409,7.018603213553302,6.988247054188128,6.932725403062911,6.911078522975399,6.914954726635629,6.885193500717795,6.906369698067327,6.942932192988677,6.907110217113961,6.912365992306303,6.851672047711905,6.819786442981114,6.664547840663795,6.635177830871267,6.636026845417543,6.602389565557596,6.617377449608479,6.599137644514428,6.59260853278414,6.584910326258961,6.496738973830904,6.727709483758622,23.242037041929983
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q8N568,DCLK2,DCAMKL2,6.91545622285084,6.68995922792542,6.42030615195028,6.332233730820738,6.48280710078222,6.58377595065185,6.6600056719873,6.492854003613887,6.371416114323456,6.44026014289111,6.483611166264645,6.529368522426397,6.619511496701289,6.564013858906905,6.723583201646445,6.865456376543542,6.930370608759822,6.8945412208842765,6.842801580627209,6.771828676595849,6.731208263424618,6.804611478723499,6.829862849213781,6.757717415592671,6.756975820178052,6.730414681818871,6.744663519529284,6.71551127548062,6.882815438395081,6.8784156752518415,6.899738922512493,6.8851157773068845,6.863206198796217,6.811361956009922,6.7949204029810675,6.8034377912659405,6.757997025023824,6.773449550681092,6.8116022288687565,6.776502469322037,6.790942262753207,6.724370233542159,6.691750560988262,6.539572716442382,6.51014750052144,6.469038489640539,6.4394657490524425,6.44897371886385,6.452194642968669,6.4486599409092955,6.453588177362055,6.367942250874323,6.619834415952166,23.383326000114515
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q8WTQ7,GRK7,GRK7,6.59056490631338,6.35191505165669,6.2946100344377935,6.239321057282302,6.38803952372458,6.491632569770483,6.541193102660414,6.440278230452862,6.3496353159581,6.432735714362289,6.4856298312384455,6.527471363177005,6.578686952240312,6.522004653641612,6.5868448767321714,6.644705071936411,6.7100648205451146,6.697363526181497,6.664430654592997,6.626173846863347,6.597417949393664,6.677732451693952,6.7353722798811715,6.684837108398232,6.6698377540231455,6.6491534276765805,6.695720030355226,6.67265708863224,6.842359982127681,6.854749341264277,6.8370877806745325,6.814074490653454,6.793880435908114,6.744204314004477,6.728525247890064,6.746568491020293,6.724966277907176,6.753391289014882,6.777764220065782,6.747379491289138,6.760858674428427,6.714915755240088,6.685433482711422,6.53015824751972,6.514228953130393,6.464033867192776,6.43872538446527,6.44206602853891,6.445421058568728,6.442258333217354,6.500253267860151,6.429554334650231,6.5703067622983395,23.094460314739166
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q9H2G2,SLK,SLK,7.0089648149776,6.9423394734888,6.7512263156592,6.684857949510932,6.791649210568466,6.874974092140389,6.903643507548904,6.8631685128552915,6.758261289204703,6.833188860284233,6.856830718440212,6.897933100422183,6.985543631389707,6.915678270066054,6.97030455206165,7.025977548807797,7.133155198644273,7.10769292010848,7.091826306155402,7.049750950847632,7.015308524616792,7.062357409861484,7.125386609432724,7.048658767346812,7.060930289401098,7.112547763621849,7.1290141797840025,7.094666558414538,7.24766764260714,7.17929434885719,7.176151830439976,7.176245523238728,7.170550483633769,7.113268912688175,7.098800609468514,7.115688943291215,7.098735445342684,7.112547420465245,7.118392527632802,7.070846139416982,7.068432062845837,7.0245823598200365,6.9850485315455115,6.834323194229048,6.814510434357292,6.793366996653872,6.7808479801505985,6.791328970147461,6.77136238504241,6.759694991901562,6.7369558744132965,6.696596572289626,6.846095750170953,23.423440083486938
