Compound_SMILES,Compound_InchiKeys,Compound_Name,UniProt_Id,Entrez_Gene_Symbol,DiscoveRx_Gene_Symbol,rmse_mean_ensemble_54,rmse_mean_ensemble_53,rmse_mean_ensemble_52,rmse_mean_ensemble_51,rmse_mean_ensemble_50,rmse_mean_ensemble_49,rmse_mean_ensemble_48,rmse_mean_ensemble_47,rmse_mean_ensemble_46,rmse_mean_ensemble_45,rmse_mean_ensemble_44,rmse_mean_ensemble_43,rmse_mean_ensemble_42,rmse_mean_ensemble_41,rmse_mean_ensemble_40,rmse_mean_ensemble_39,rmse_mean_ensemble_38,rmse_mean_ensemble_37,rmse_mean_ensemble_36,rmse_mean_ensemble_35,rmse_mean_ensemble_34,rmse_mean_ensemble_33,rmse_mean_ensemble_32,rmse_mean_ensemble_31,rmse_mean_ensemble_30,rmse_mean_ensemble_29,rmse_mean_ensemble_28,rmse_mean_ensemble_27,rmse_mean_ensemble_26,rmse_mean_ensemble_25,rmse_mean_ensemble_24,rmse_mean_ensemble_23,rmse_mean_ensemble_22,rmse_mean_ensemble_21,rmse_mean_ensemble_20,rmse_mean_ensemble_19,rmse_mean_ensemble_18,rmse_mean_ensemble_17,rmse_mean_ensemble_16,rmse_mean_ensemble_15,rmse_mean_ensemble_14,rmse_mean_ensemble_13,rmse_mean_ensemble_12,rmse_mean_ensemble_11,rmse_mean_ensemble_10,rmse_mean_ensemble_9,rmse_mean_ensemble_8,rmse_mean_ensemble_7,rmse_mean_ensemble_6,rmse_mean_ensemble_5,rmse_mean_ensemble_4,rmse_mean_ensemble_3,rmse_mean_ensemble_2,rmse_mean_ensemble_1
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P42685,FRK,FRK,23.157505675515168,6.556645319458434,6.686442076620242,6.650382156553972,6.743389799685051,6.717744693556175,6.734559121317762,6.74792287921814,6.777827015722882,6.805829774738448,6.840928062187049,6.888628439443803,6.921411212031901,6.957560403460429,6.957890753546939,6.994540977996861,6.9788349853125675,6.9607033362669615,6.986784301163266,6.9551833036574395,6.97498152041594,6.95333346648915,6.911928678027811,6.907666154545632,6.884665593030487,6.871628091066021,6.889261999106805,6.859313480555205,6.8742837298073285,6.8710908389996215,6.8893676321867074,6.916046591110007,6.86903775434228,6.849671736434807,6.926449533081985,6.957674357033667,6.998053654646649,7.041573310096452,7.059310559055109,7.087680596325449,7.05945427313441,7.145029382606287,7.216901206323478,7.208440370534704,7.246259407588174,7.220990721600926,7.177050361801042,7.281913377887403,7.20312717420197,7.111038189042364,7.0838225103270425,6.929382538666666,6.8950400080000005,6.684080016
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,P46734,MAP2K3,MEK3,22.721377002866628,6.242906929119433,6.355164001411673,6.208327275949157,6.282596821034538,6.308772266361774,6.311060154640144,6.321822596228232,6.342578424407106,6.380782862197009,6.41712202099694,6.459917034304468,6.509789181190006,6.5550509548235505,6.544900128694139,6.572377042250399,6.521931122309621,6.4988920364260965,6.525786492993488,6.529303537542535,6.545644297778663,6.517688094681047,6.483774997616157,6.470027562443256,6.471200234524698,6.441930082266929,6.423712255626089,6.397968820649278,6.40894375990502,6.39696779030122,6.4056175433347615,6.4255698438761115,6.37941089587048,6.375039033769074,6.400098973282195,6.406329923770731,6.437474141757995,6.463649732449642,6.449929686688907,6.478332199134833,6.434400726073036,6.472948051155577,6.4946337225018755,6.4190114700020455,6.49059761700225,6.407866307505529,6.32989209594372,6.381548565293254,6.342576659508797,6.246387991410556,6.31492097415139,6.198947174333333,6.406148249,6.602296498
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q05397,PTK2,FAK,23.086783071040898,6.486047425880672,6.649202195711568,6.61156314072552,6.7237944035400306,6.7365249015714594,6.757817634437532,6.766382996872373,6.791898964195686,6.821771536698122,6.876857627282171,6.939209812061898,6.947924595899231,6.987804538329698,7.024634631787941,7.045370991577375,7.018260728197832,6.9919617857166925,7.004773224208823,6.975677059187961,7.004572620967632,6.981011356451499,6.927066112487373,6.938303250065524,6.9224409917343745,6.9101301966217665,6.870163295968366,6.838479140263491,6.869968130273625,6.86206904348457,6.883706939250586,6.9194989317614946,6.865337610477926,6.822279826280602,6.851003085425809,6.879701206711378,6.938503995973121,7.006571131442128,7.020716742899116,7.064110012425723,7.003114618956132,7.126571678106604,7.197951305115487,7.199714060125986,7.216535466138585,7.151016903625036,7.119547229078166,7.283003867198871,7.225593011732016,7.167687284078419,7.2876128445107025,7.224543469666666,7.440191292,7.237382584
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q07912,TNK2,TNK2,23.387020784788543,6.693290275298175,6.8369820891180035,6.744264149688945,6.839149432682723,6.858315747635433,6.882725127065338,6.877551065939068,6.910759849981221,6.946071889937073,6.983843792844734,7.0360762275330755,7.065681213126862,7.111211705974159,7.079362923623513,7.114063037049758,7.083746327498435,7.066632606620015,7.099925317915015,7.0801878914339875,7.114589353047819,7.093606672837146,7.040614827436445,7.0184465828375036,7.010052668932087,7.007421814412504,7.012659183829606,6.991173098045517,7.021178124893422,6.961125089889158,6.998686405363897,7.046471851701264,6.956030935869503,6.91729188145273,6.971994244504437,7.004487670688881,7.022869724616041,7.069331115769926,7.1046194837976895,7.141350536050869,7.096318666983073,7.152795160597156,7.197480300563586,7.194794327887548,7.161818760676303,7.126773771844176,7.0827360683246985,7.176778384594587,7.155427215360351,7.108116578432422,7.060160841131495,6.984607287333334,7.1791118185,6.919223637
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q13470,TNK1,TNK1,23.188702431290498,6.508739400595489,6.6356193094727915,6.64128321750167,6.7078772782917575,6.728446202338528,6.747931888658081,6.748053662884849,6.767157959904084,6.814797379440448,6.847701061041368,6.89726768469946,6.884040292726089,6.933998727283767,6.974760332965862,7.005055520990627,6.978501692595644,6.965328238341472,6.982344847739847,6.9815151301327205,7.000541906308894,6.969878585287951,6.932593782693574,6.953505674947133,6.951033730778704,6.923755327702107,6.901042540704059,6.869162857026431,6.886021224604371,6.835530473588546,6.818086176778791,6.854400771208301,6.75706703353595,6.755539868466234,6.779285876837984,6.802983959197878,6.832469234708871,6.890065574691746,6.941450581428655,6.954750953523899,6.86938953656132,6.918536362450652,6.94294498057154,6.937608560623498,6.948049416685848,6.884915308578284,6.87519334715057,6.935335016624857,6.901147602729,6.8710620732748,6.785832203853612,6.7115983156666665,7.0242354235,7.145470847
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q14289,PTK2B,PYK2,23.425748794636252,6.5950268817364455,6.727355906486955,6.685001532104346,6.778701562746432,6.788470982394319,6.803810540694201,6.80707081815578,6.831785988115688,6.856950005076137,6.891470451441504,6.955075299886524,6.993540563514318,7.035258912178998,7.005956184983472,7.037741258957408,7.015293607877339,6.984827489171321,7.009068863870525,6.969083980780149,6.99561116689986,6.969649065896826,6.913264571456653,6.912123140548934,6.906108345233898,6.885721734379895,6.871857934240778,6.8442253392126595,6.853384275336223,6.888250326349672,6.91289074308576,6.945517790998772,6.96199623604417,6.919525963269047,6.946082990801552,6.983227118791107,6.99739304205728,7.060263110119473,7.074701560937201,7.110055171666348,7.049119075713945,7.125450419999632,7.172613763916268,7.162954706090474,7.173600176699522,7.1283324820528735,7.075937842309482,7.157472513683023,7.176145365963527,7.152081939156232,7.186857368908887,7.167975833,7.4495325745,7.308065149
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q15835,GRK1,GRK1,23.043742923215444,6.376468656570301,6.498540787702257,6.455007587461125,6.544107739210348,6.473579325724845,6.494135773927446,6.508274866989732,6.529981642359074,6.561747721353956,6.579953920634727,6.6238652357190935,6.643668621761711,6.674582189768369,6.656291532012578,6.686066596935977,6.640220875802714,6.611100204878463,6.634522266125087,6.634494182316307,6.660452842995072,6.632730627631287,6.597337158065162,6.609715878621094,6.587421207908464,6.5586092826639275,6.528729688378052,6.542824824984646,6.558107568253286,6.492554790983418,6.500591290207255,6.5259670029999945,6.4272479576818125,6.446390717571423,6.485108422786696,6.495022891564943,6.506459941096329,6.530801823866701,6.535491455852913,6.544601906243107,6.491590317760473,6.52867974604974,6.531817407053884,6.4897256258769644,6.534238188464661,6.502745426464582,6.405089354772655,6.443344261151698,6.366407138010315,6.220792465612378,6.141981815570825,5.826751459,5.926769501,5.870539002
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q16620,NTRK2,TRKB,23.531258560794225,6.950564469975606,7.080190002482885,7.088001826060981,7.119755604234569,7.060975106361805,7.080483359556842,7.074094714015499,7.113435520841922,7.101776679497712,7.127515787577206,7.177780102883018,7.206972552870414,7.196457654615269,7.23520877098065,7.2581973651083596,7.241283840505948,7.208348674033136,7.2414745538673895,7.221656654484827,7.245608194706239,7.224221635454914,7.189601831749949,7.178126466521267,7.177024082071975,7.180705738350319,7.1749774833609825,7.143164204966944,7.165883001311827,7.1834334813642995,7.1807156858049295,7.2313289727861365,7.20245190791278,7.181698562385654,7.214798167185753,7.264510387458688,7.305825297873059,7.34345647115971,7.347087746523897,7.404506529625491,7.398906747384454,7.459773162567874,7.526176662615197,7.5327788864893055,7.529151775138236,7.509990429503274,7.478238108191183,7.610178587830867,7.629969352469345,7.630418922963214,7.615021211286388,7.648576394,7.626021091,7.064042182
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q6XUX3,DSTYK,RIPK5,22.912694469659158,6.3921529006902365,6.515284919145451,6.4613011724620275,6.550527195911268,6.557680812154356,6.573275606803405,6.557349385671562,6.586996533186161,6.620029546902948,6.64525628301438,6.698326886820723,6.72732059735722,6.764318960516442,6.767127652029353,6.803646376440361,6.763418465294055,6.738378721112814,6.768712991143725,6.785286174841058,6.8138596103459195,6.784955639447311,6.731854819236963,6.7319633042722815,6.718942181081357,6.719991967325542,6.713787883240157,6.690434804841645,6.710255966566323,6.646625725228977,6.672866382342577,6.706823926539046,6.60031474138173,6.584243419542765,6.617606899974735,6.635760839026037,6.657225296749706,6.70739311385263,6.712498334731608,6.745392557047048,6.691944169193266,6.764754259131209,6.801783641475477,6.77393449070052,6.835547939770572,6.806387242437395,6.737879185242068,6.825197816817583,6.770234719620513,6.673338853544616,6.58800119842899,6.398325131,6.691007034,7.243014068
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q8N568,DCLK2,DCAMKL2,23.06840741947483,6.298973975300415,6.420186447883701,6.35004424097946,6.437045125799049,6.431678699794948,6.448609705603176,6.439093990828775,6.467608694977227,6.497988844997561,6.522770140406596,6.581557421907001,6.611553448292296,6.6484603020968125,6.686350339649233,6.72406604066588,6.68360977857814,6.665729150972144,6.691223794054704,6.666989149875351,6.712426200156755,6.684745438040293,6.644612535347168,6.663264997040968,6.639756030275667,6.602018965802414,6.596704552291861,6.5639092764508185,6.576524725545081,6.514987674566885,6.529691340738219,6.555834412676111,6.445028976888662,6.445659010267502,6.475814732401882,6.486359742528297,6.521444817113203,6.557324626590449,6.545958820113153,6.55502262145403,6.473150866700746,6.553905279523881,6.5762772505675375,6.54529141880095,6.607940560681045,6.560745129622754,6.498356220825599,6.557260051172341,6.463906059701065,6.338963231641278,6.194839983838888,5.889418186,6.1727311165,6.464462233
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q8WTQ7,GRK7,GRK7,22.772464187398235,6.242235236328334,6.365098930598561,6.350776995904415,6.421314361003616,6.360524858166955,6.374300757441267,6.369518299088954,6.383839140373496,6.412260181466585,6.431575752204462,6.468792489034375,6.493116642665968,6.5167895323824405,6.581640865692002,6.601340887889232,6.572325237570528,6.539006549396758,6.564734292435557,6.572091244705653,6.590467851731263,6.556581683601907,6.519105461268079,6.531591273921487,6.505976783052203,6.476630722467796,6.450294649833589,6.456928059086685,6.466985407513096,6.43880170381362,6.450932162970136,6.468365836920505,6.420900284053255,6.436149702341505,6.468700448865656,6.4782486413849005,6.4896520659062835,6.514241071783124,6.527015310705751,6.554144531419468,6.508492425020859,6.555353803868617,6.561513160691002,6.5203260843901845,6.570128692829202,6.523728745976763,6.441614926723859,6.488129523416388,6.429725060652453,6.313750512782944,6.244546914400335,6.009046440666666,6.1466325985,6.113265197
C[C@@H](OC1=C(N)N=CC(C2=C(C#N)N(C)N=C2C3)=C1)C4=CC(F)=CC=C4C(N3C)=O,IIXWYSCJSQVBQM-LLVKDONJSA-N,PFE-PKIS 10,Q9H2G2,SLK,SLK,23.159709719312282,6.57738934138923,6.697086565461693,6.666293066745256,6.706853484800512,6.7294423314290945,6.727590628146367,6.715753503213311,6.733971044587514,6.7675486884342675,6.8027989541032285,6.83945138243674,6.875518611922962,6.914338129302282,6.942239532534838,6.9678674949075265,6.958061202668251,6.940073924361987,6.956722852816487,6.9531470406705695,6.966815791302188,6.926446860735587,6.866398400257703,6.816831102874383,6.811663172970196,6.801993027210547,6.859333177107044,6.850709035518416,6.860087140730663,6.87612200235989,6.871447535113422,6.902063480925354,6.858472161876506,6.8432017886325305,6.884990449421229,6.921674540022346,6.928138458912477,6.935309706201446,6.909051136670039,6.938691919114708,6.8602506274086155,6.907168429516971,6.926529616560051,6.9113732817018745,6.969864609872062,6.9276207551663065,6.855131224562095,6.903287214638908,6.874558417078727,6.791150400494471,6.73669679687369,6.608185894,6.622357065999999,6.875714132
